code,מקט,קו,כיוון,שם מפעיל,אשכול,מחוז,שם יישוב מוצא,שם יישוב יעד,מוצא_יעד מאוחד,סוג קו,שם סוג שירות,ייחודיות הקו,סוג אוטובוס,גודל אוטובוס,מספר חלופות,אורך מסלול (קמ) חלופה ראשית,"ק""מ שבועי",ממוצע נוסעים לקילומטר,מספר תחנות בקו - חלופה ראשית,הפעלת הקו,תחנות שקו זה משרת בבלעדיות,ישובים שקו זה משרת בבלעדיות,מהירות ממוצעת,משך נסיעה ממוצע (דקות),עלות תפעולית לנוסע,עלות תפעולית משוקללת,קבוצת יעילות תפעולית,כמות נסיעות יומית (ג),כמות נסיעות שבועיות,תיקופים יומי,תיקופים שבועי,ממוצע  תיקופים לנסיעה (שבועי),אומדן נוסעים (אחוזון 80),אומדן ממוצע נוסעים לנסיעה (אחוזון 80),מספר נוסעים מירבי,תקופת נסועה מירבית,הערה
11960_1,11960,960,1,תנופה,שומרון,מרכז,אריאל,אריאל,אריאל_אריאל,בינעירוני,מאסף,תלמידים,בינעירוני,אוטובוס,1,5.9,35.4,0.9,12,לפני 14 חודשים,1,,26.62,13.3,14.47,478.957,תלמידים,1,6,6.3,33.1,5.5,45.6,7.6,8.4,"יום חול, 06:00 - 08:59 - שיא בוקר","| קו בינעירוני עם פחות מ-6 נסיעות יומיות| מספר נוסעים נמוך - שים לב, במסלול הקו יש תחנות המשורתות על ידי קו זה בלבד| מספר נוסעים בשבוע קטן מ 100 - יש לבחון תרומת קו זה לרשת"
11960_2,11960,960,2,תנופה,שומרון,מרכז,אריאל,אריאל,אריאל_אריאל,בינעירוני,מאסף,תלמידים,בינעירוני,אוטובוס,1,4.7,28.2,3.7,13,לפני 6 חודשים,1,,26.91,10.48,3.59,377.309,תלמידים,1,6,20.1,105.1,17.5,143,23.8333333333333,28,"יום חול, 12:00 - 14:59 - שפל יום 2",| קו בינעירוני עם פחות מ-6 נסיעות יומיות
11961_1,11961,961,1,תנופה,שומרון,מרכז,אריאל,אריאל,אריאל_אריאל,בינעירוני,מאסף,תלמידים,בינעירוני,אוטובוס,1,3.8,23.1,0.5,11,לפני 14 חודשים,,,24.77,9.2,29.05,331.17,תלמידים,1,6,2.1,11.4,1.9,37.6,6.26666666666667,7,"יום חול, 06:00 - 08:59 - שיא בוקר",| קו בינעירוני עם פחות מ-6 נסיעות יומיות| מיעוט נוסעים בשעת שיא הבוקר| מספר נוסעים בשבוע קטן מ 100 - יש לבחון תרומת קו זה לרשת
11961_2,11961,961,2,תנופה,שומרון,מרכז,אריאל,אריאל,אריאל_אריאל,בינעירוני,מאסף,תלמידים,בינעירוני,אוטובוס,1,3.8,22.7,2.7,11,לפני 14 חודשים,,,23.56,9.68,5.72,348.348,תלמידים,1,6,11.3,60.9,10.2,61.6,10.2666666666667,11.4,"יום חול, 12:00 - 14:59 - שפל יום 2",| קו בינעירוני עם פחות מ-6 נסיעות יומיות| מספר נוסעים בשבוע קטן מ 100 - יש לבחון תרומת קו זה לרשת
11962_1,11962,962,1,תנופה,שומרון,מרכז,אריאל,אריאל,אריאל_אריאל,בינעירוני,מאסף,תלמידים,בינעירוני,אוטובוס,1,7,42.2,3.9,15,לפני 6 חודשים,,,20.57,20.42,4.43,735.38,תלמידים,1,6,29,166,27.7,190.2,31.7,33.2,"יום חול, 06:00 - 08:59 - שיא בוקר",| קו בינעירוני עם פחות מ-6 נסיעות יומיות
11962_2,11962,962,2,תנופה,שומרון,מרכז,אריאל,אריאל,אריאל_אריאל,בינעירוני,מאסף,תלמידים,בינעירוני,אוטובוס,1,8.4,50.1,1.9,15,לפני 14 חודשים,,,26.42,19.08,7.34,687.024,תלמידים,1,6,15.9,93.6,15.6,115,19.1666666666667,20,"יום חול, 12:00 - 14:59 - שפל יום 2",| קו בינעירוני עם פחות מ-6 נסיעות יומיות| מספר נוסעים בשבוע קטן מ 100 - יש לבחון תרומת קו זה לרשת
11963_1,11963,963,1,תנופה,שומרון,מרכז,אריאל,אריאל,אריאל_אריאל,בינעירוני,מאסף,תלמידים,בינעירוני,אוטובוס,1,8,47.8,1.4,16,לפני 14 חודשים,,,29.38,16.34,8.7,588.12,תלמידים,1,6,12.6,67.6,11.3,80.8,13.4666666666667,15,"יום חול, 06:00 - 08:59 - שיא בוקר",| קו בינעירוני עם פחות מ-6 נסיעות יומיות| מספר נוסעים בשבוע קטן מ 100 - יש לבחון תרומת קו זה לרשת
11963_2,11963,963,2,תנופה,שומרון,מרכז,אריאל,אריאל,אריאל_אריאל,בינעירוני,מאסף,תלמידים,בינעירוני,אוטובוס,1,5.8,35.1,2.5,15,לפני 6 חודשים,,,22.72,15.32,6.27,551.133,תלמידים,1,6,15.7,87.9,14.6,120,20,22.4,"יום חול, 12:00 - 14:59 - שפל יום 2",| קו בינעירוני עם פחות מ-6 נסיעות יומיות| מספר נוסעים בשבוע קטן מ 100 - יש לבחון תרומת קו זה לרשת
11964_1,11964,964,1,תנופה,שומרון,מרכז,אריאל,אריאל,אריאל_אריאל,בינעירוני,מאסף,תלמידים,בינעירוני,אוטובוס,1,5.8,34.8,0.2,15,לפני 6 חודשים,,,28.77,12.1,73.83,435.597,תלמידים,1,6,1,5.9,1,12,2,2,"יום שישי, 06:00 - 08:59 - שיא בוקר",| קו בינעירוני עם פחות מ-6 נסיעות יומיות| מיעוט נוסעים בשעת שיא הבוקר| מספר נוסעים בשבוע קטן מ 100 - יש לבחון תרומת קו זה לרשת
11964_2,11964,964,2,תנופה,שומרון,מרכז,אריאל,אריאל,אריאל_אריאל,בינעירוני,מאסף,תלמידים,בינעירוני,אוטובוס,1,5,29.9,1.2,14,לפני 14 חודשים,,,25.34,11.84,11.87,426.133,תלמידים,1,6,6.7,35.9,6,52,8.66666666666667,9.8,"יום חול, 12:00 - 14:59 - שפל יום 2",| קו בינעירוני עם פחות מ-6 נסיעות יומיות| מספר נוסעים בשבוע קטן מ 100 - יש לבחון תרומת קו זה לרשת
11965_2,11965,965,2,תנופה,שומרון,מרכז,אריאל,אריאל,אריאל_אריאל,בינעירוני,מאסף,תלמידים,בינעירוני,אוטובוס,1,5.4,32.6,4.3,10,לפני 14 חודשים,,,23.54,13.76,3.56,494.84,תלמידים,1,6,25.5,139,23.2,168,28,30.6,"יום חול, 12:00 - 14:59 - שפל יום 2",| קו בינעירוני עם פחות מ-6 נסיעות יומיות
11967_1,11967,967,1,נתיב אקספרס,הגליל,בין מחוזי,ביתר עילית,צפת,ביתר עילית_צפת,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,234.7,3050.9,0,40,מעל שנה וחצי,,,68.12,206.72,128.27,16123.539,בינעירוני ארוך,0,13,1.5,125.7,9.7,203.2,15.6307692307692,29,"יום שישי, 09:00 - 11:59 - שפל יום 1",| ממוצע נוסעים לקמ נמוך
11967_2,11967,967,2,נתיב אקספרס,הגליל,בין מחוזי,צפת,ביתר עילית,ביתר עילית_צפת,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,233,2562.9,0.1,34,מעל שנה וחצי,,,60.4,231.46,80.96,15277.152,בינעירוני ארוך,0,11,0.1,188.7,17.2,319.2,29.0181818181818,34.4,"יום שבת, 19:00 - 23:59 - שפל ערב",| ממוצע נוסעים לקמ נמוך
11970_1,11970,970,1,אגד,ירושלים עירוני,י-ם,ירושלים,ירושלים,ירושלים_ירושלים,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,4.2,24.9,15.9,14,מעל שנה וחצי,,,8.62,29.23,2.66,1053.892,תלמידים,1,6,67.1,396.2,66,447,74.5,75,"יום חול, 06:00 - 08:59 - שיא בוקר",| לבחון הוספת נסיעות בימי חול - 06:00-08:59
11970_2,11970,970,2,אגד,ירושלים עירוני,י-ם,ירושלים,ירושלים,ירושלים_ירושלים,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,5.7,62.5,5,20,מעל שנה וחצי,,,9.57,35.74,7.57,2359.569,תלמידים,2,11,53.5,311.7,28.3,519.8,47.2545454545455,55.8,"יום שישי, 12:00 - 14:59 - שפל יום 2",| קו עירוני עם פחות מ-10 נסיעות יומיות
11971_1,11971,971,1,אגד,ירושלים עירוני,י-ם,ירושלים,ירושלים,ירושלים_ירושלים,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,11.2,67.2,3.3,30,מעל שנה וחצי,,,17.43,38.55,6.29,1388.832,תלמידים,1,6,38.3,220.8,36.8,245,40.8333333333333,41.2,"יום חול, 06:00 - 08:59 - שיא בוקר",| קו עירוני עם פחות מ-10 נסיעות יומיות
11971_2,11971,971,2,אגד,ירושלים עירוני,י-ם,ירושלים,ירושלים,ירושלים_ירושלים,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,10.3,10.3,1.4,22,מעל שנה וחצי,,,15.18,40.71,17.08,244.244,תלמידים,0,1,0,14.3,14.3,18.8,18.8,18.8,"יום שישי, 12:00 - 14:59 - שפל יום 2",מכסימום נוסעים בתקופת יום קטן מ 15
11972_1,11972,972,1,אגד,ירושלים עירוני,י-ם,ירושלים,ירושלים,ירושלים_ירושלים,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,4.3,25.8,1.3,11,מעל שנה וחצי,,,10.48,24.62,26.7,886.44,תלמידים,1,6,5.9,33.2,5.5,46.6,7.76666666666667,8,"יום חול, 06:00 - 08:59 - שיא בוקר",מכסימום נוסעים בתקופת יום קטן מ 7| קו עירוני עם פחות מ-10 נסיעות יומיות| מיעוט נוסעים בשעת שיא הבוקר| מספר נוסעים בשבוע קטן מ 100 - יש לבחון תרומת קו זה לרשת
11972_2,11972,972,2,אגד,ירושלים עירוני,י-ם,ירושלים,ירושלים,ירושלים_ירושלים,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,6.3,6.3,1.2,14,מעל שנה וחצי,,,16.66,22.69,18.4,136.16,תלמידים,0,1,0,7.4,7.4,7.2,7.2,7.2,"יום שישי, 12:00 - 14:59 - שפל יום 2",מכסימום נוסעים בתקופת יום קטן מ 7
11988_1,11988,988,1,אגד,תל אביב-שרון-חיפה,בין מחוזי,בני ברק,קרית אתא,בני ברק_קרית אתא,בינעירוני,ישיר,סדיר,בינעירוני,אוטובוס,1,115.4,692.5,0.3,47,מעל שנה וחצי,,,49.86,138.87,28.47,4999.332,בינעירוני ארוך,0,6,0.2,175.6,29.3,186,31,40,"יום שבת, 19:00 - 23:59 - שפל ערב",
11988_2,11988,988,2,אגד,תל אביב-שרון-חיפה,בין מחוזי,רכסים,בני ברק,בני ברק_קרית אתא,בינעירוני,ישיר,סדיר,בינעירוני,אוטובוס,2,98,303.4,0.3,16,מעל שנה וחצי,,,43.33,135.7,29.11,2442.329,בינעירוני ארוך,0,3,0,83.9,28,101.4,33.8,37,"יום שבת, 19:00 - 23:59 - שפל ערב",
11989_1,11989,989,1,נתיב אקספרס,הגליל,בין מחוזי,נתניה,צפת,נתניה_צפת,בינעירוני,מהיר,סדיר,בינעירוני,אוטובוס,1,144.3,1731.2,0.1,30,מעל שנה וחצי,,,64.33,134.59,57.65,9690.965,בינעירוני ארוך,2,12,27.8,168.1,14,204,17,26,"יום חול, 12:00 - 14:59 - שפל יום 2",| ממוצע נוסעים לקמ נמוך| קו בינעירוני עם פחות מ-6 נסיעות יומיות
11989_2,11989,989,2,נתיב אקספרס,הגליל,בין מחוזי,צפת,נתניה,נתניה_צפת,בינעירוני,מהיר,סדיר,בינעירוני,אוטובוס,1,142.2,1706.8,0.1,28,מעל שנה וחצי,,,66.56,128.19,68.83,9230.103,בינעירוני ארוך,2,12,20.3,134.1,11.2,195.2,16.2666666666667,26.8,"יום שבת, 19:00 - 23:59 - שפל ערב",| ממוצע נוסעים לקמ נמוך| קו בינעירוני עם פחות מ-6 נסיעות יומיות
11990_1,11990,990,1,נתיב אקספרס,הגליל,גולן גליל ועמקים,צפת,רכסים,צפת_רכסים,בינעירוני,מהיר,סדיר,בינעירוני,אוטובוס,1,78.8,157.6,0.2,47,מעל שנה וחצי,,,44.75,105.65,42.12,1267.812,בינעירוני ארוך,0,2,0,30.1,15,41.4,20.7,33.6,"יום שבת, 19:00 - 23:59 - שפל ערב",
11990_2,11990,990,2,נתיב אקספרס,הגליל,גולן גליל ועמקים,רכסים,צפת,צפת_רכסים,בינעירוני,מהיר,סדיר,בינעירוני,אוטובוס,1,79.6,159.1,0.2,53,מעל שנה וחצי,,,44.82,106.56,35.42,1278.662,בינעירוני ארוך,0,2,0,36.1,18,50.2,25.1,25.4,"יום שישי, 12:00 - 14:59 - שפל יום 2",
11991_1,11991,991,1,נתיב אקספרס,הגליל,גולן גליל ועמקים,צפת,עפולה,צפת_עפולה,בינעירוני,מהיר,סדיר,בינעירוני,אוטובוס,1,80.6,1853,0.1,58,מעל שנה וחצי,,,49.66,97.38,52.09,13439.22,בינעירוני ארוך,4,23,44,258,11.2,322.4,14.0173913043478,24,"יום חול, 12:00 - 14:59 - שפל יום 2",| ממוצע נוסעים לקמ נמוך| קו בינעירוני עם פחות מ-6 נסיעות יומיות| מיעוט נוסעים בשעת שיא הבוקר
11991_2,11991,991,2,נתיב אקספרס,הגליל,גולן גליל ועמקים,עפולה,צפת,צפת_עפולה,בינעירוני,מהיר,סדיר,בינעירוני,אוטובוס,1,83.2,1913.7,0.1,56,מעל שנה וחצי,,,44.48,112.23,63.87,15488.475,בינעירוני ארוך,4,23,40.7,242.5,10.5,313.2,13.6173913043478,23,"יום חול, 06:00 - 08:59 - שיא בוקר",| ממוצע נוסעים לקמ נמוך| קו בינעירוני עם פחות מ-6 נסיעות יומיות
11992_1,11992,992,1,נתיב אקספרס,הגליל,בין מחוזי,ירושלים,צפת,ירושלים_צפת,בינעירוני,מהיר,סדיר,בינעירוני,אוטובוס,1,221,12820.4,0.1,39,מעל שנה וחצי,,,64.52,205.52,69.06,71525.442,בינעירוני ארוך,4,58,156.3,1035.7,17.9,1201.6,20.7172413793103,36.8,"יום חול, 09:00 - 11:59 - שפל יום 1",| ממוצע נוסעים לקמ נמוך| לבחון הוספת נסיעות בשבת - 19:00-23:59
11992_2,11992,992,2,נתיב אקספרס,הגליל,בין מחוזי,צפת,ירושלים,ירושלים_צפת,בינעירוני,מהיר,סדיר,בינעירוני,אוטובוס,2,220,10558.7,0.1,35,מעל שנה וחצי,,,60.86,216.89,44.82,63765.414,בינעירוני ארוך,4,49,223.9,1422.7,29,1376,28.0816326530612,43.2,"יום חול, 19:00 - 23:59 - שפל ערב",| ממוצע נוסעים לקמ נמוך| לבחון הוספת נסיעות בימי חול - 19:00-23:59| מיעוט נוסעים בשעת שיא הבוקר
11994_1,11994,994,1,נתיב אקספרס,הגליל,בין מחוזי,עפולה,רמת גן,עפולה_רמת גן,בינעירוני,ישיר,סדיר,בינעירוני,אוטובוס,1,104.2,4792,0.2,45,מעל שנה וחצי,1,,42.71,146.38,46.24,40399.888,בינעירוני ארוך,6,46,104.2,873.7,19,984.8,21.4086956521739,41.4,"יום חול, 12:00 - 14:59 - שפל יום 2",
11994_2,11994,994,2,נתיב אקספרס,הגליל,בין מחוזי,רמת גן,עפולה,עפולה_רמת גן,בינעירוני,ישיר,סדיר,בינעירוני,אוטובוס,1,104.9,4194.6,0.2,38,מעל שנה וחצי,1,,45.07,139.65,50.35,33517.995,בינעירוני ארוך,5,40,90.9,665.7,16.6,808.6,20.215,33.4,"יום שישי, 12:00 - 14:59 - שפל יום 2",| קו בינעירוני עם פחות מ-6 נסיעות יומיות
12002_1,12002,2,1,נתיב אקספרס,הגליל,גולן גליל ועמקים,עכו,עכו,עכו_עכו,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,11.9,5224.1,1.6,37,מעל שנה וחצי,9,,18.58,38.43,12.41,101414.52,עירוני תדירות גבוהה,78,440,1511,8172,18.6,10784.8,24.5109090909091,57,"יום חול, 06:00 - 08:59 - שיא בוקר",
12002_2,12002,2,2,נתיב אקספרס,הגליל,גולן גליל ועמקים,עכו,עכו,עכו_עכו,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,12.6,5680.8,1.4,42,מעל שנה וחצי,15,,19.41,38.95,12.9,105168.54,עירוני תדירות גבוהה,80,450,1502.3,8152.6,18.1,10443.6,23.208,53.6,"יום חול, 06:00 - 08:59 - שיא בוקר",
12003_3,12003,3,3,אגד,קריית שמונה עירוני,גולן גליל ועמקים,קרית שמונה,קרית שמונה,קרית שמונה_קרית שמונה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,10.7,2018,1,34,מעל שנה וחצי,,,21.93,29.27,15.88,32849.368,עירוני תדירות נמוכה,33,187,388.1,2068.6,11.1,2646.6,14.1529411764706,31.2,"יום חול, 12:00 - 14:59 - שפל יום 2",| מומלץ להגדיל את תדירות הקו לעמידה בהנחיות התכנון לקווים עירוניים
12005_1,12005,5,1,אגד,חדרה פרברי,מטרופולין חיפה,פרדס חנה כרכור,פרדס חנה כרכור,פרדס חנה כרכור_פרדס חנה כרכור,עירוני,מקומי מאסף,סדיר,עירוני,לא מוגדר,1,12.1,2502.4,0.3,35,לפני 2 חודשים,,,23.97,30.29,58.74,37622.97,עירוני תדירות נמוכה,38,207,119.6,640.5,3.1,2832,13.6811594202899,59.6,"יום חול, 12:00 - 14:59 - שפל יום 2",| מומלץ להגדיל את תדירות הקו לעמידה בהנחיות התכנון לקווים עירוניים| מיעוט נוסעים בשעת שיא הבוקר
12005_2,12005,5,2,אגד,חדרה פרברי,מטרופולין חיפה,פרדס חנה כרכור,פרדס חנה כרכור,פרדס חנה כרכור_פרדס חנה כרכור,עירוני,מקומי מאסף,סדיר,עירוני,לא מוגדר,1,10.5,2256.8,0.2,32,לפני 2 חודשים,,,24.54,25.67,63.79,32960.293,עירוני תדירות נמוכה,39,214,95.6,516.7,2.4,2231,10.4252336448598,40.8,"יום חול, 06:00 - 08:59 - שיא בוקר",| מומלץ להגדיל את תדירות הקו לעמידה בהנחיות התכנון לקווים עירוניים| מיעוט נוסעים בשעת שיא הבוקר
12006_3,12006,6,3,אגד,כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,גולן גליל ועמקים,כרמיאל,כרמיאל,כרמיאל_כרמיאל,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,23.6,376.9,0.9,64,מעל שנה וחצי,,,25.8,54.88,15.48,5269.392,עירוני תדירות נמוכה,0,16,0,340.4,21.3,408.8,25.55,38.6,"יום שבת, 15:00 - 18:59 - שיא ערב",
12007_3,12007,7,3,אגד,כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,גולן גליל ועמקים,כרמיאל,כרמיאל,כרמיאל_כרמיאל,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,27.5,440.7,1,70,מעל שנה וחצי,,,25.93,63.63,13.84,6107.592,עירוני תדירות נמוכה,0,16,0,441.3,27.6,521.8,32.6125,50.2,"יום שבת, 15:00 - 18:59 - שיא ערב",
